ID,REGFALLE,OCUPACION,EDAD,EDADIGNORA,GRUPOSEDAD,SEXO,DEPTOLEV,MPIOLEV,LUGARLEVAN,PROCEMURIO,DIAMES,HORALEVAN,DEPTOOCUHE,MPIOOCUHE,PROCEOCUHE,LUGARAGRES,FECHAAGRE,TIPOVIOCOM,TIPOARMA,TIPOVIOINT,PRACAUT
2877,24041,COMERCIANTE,60,,60-64,M,LA LIBERTAD,CIUDAD ARCE,CALLE,R,13/11/2021,1440,LA LIBERTAD,CIUDAD ARCE,R,CALLE,13/11/2018,MARAS,ARMA DE FUEGO,,SI
2878,24929,DESCONOCIDO,38,,35-39,M,LA LIBERTAD,SANTA TECLA,FINCA,R,15/11/2021,2030,LA LIBERTAD,SANTA TECLA,R,FINCA,15/11/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
2879,24042,AGRICULTOR,68,,65 A +,M,LA LIBERTAD,SAN JUAN OPICO,TERRENO,R,19/11/2021,1245,LA LIBERTAD,SAN JUAN OPICO,R,TERRENO,19/11/2018,NO SE SABE,CORTOCONTUNDENTE,,SI
2880,23969,DESCONOCIDO,30,,30-34,M,LA LIBERTAD,LA LIBERTAD,QUEBRADA,R,20/11/2021,2250,LA LIBERTAD,LA LIBERTAD,U,QUEBRADA,20/11/2018,MARAS,ARMA DE FUEGO,,SI
2881,23970,DESCONOCIDO,20,,20-24,M,LA LIBERTAD,LA LIBERTAD,QUEBRADA,U,21/11/2021,1900,LA LIBERTAD,LA LIBERTAD,R,QUEBRADA,20/11/2018,MARAS,CORTOCONTUNDENTE,,SI
2882,24415,MARA SALVATRUCHA,33,,30-34,M,LA LIBERTAD,CIUDAD ARCE,CALLE,R,21/11/2021,140,LA LIBERTAD,CIUDAD ARCE,R,CALLE,20/11/2018,MARAS,ARMA DE FUEGO,,SI
2883,24417,DESCONOCIDO,30,,30-34,M,LA LIBERTAD,QUEZALTEPEQUE,VIA PUBLICA,R,30/11/2021,50,LA LIBERTAD,QUEZALTEPEQUE,R,VIA PUBLICA,29/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2884,23973,JORNALERO,46,,45-49,M,LA LIBERTAD,JICALAPA,FINCA,R,28/11/2021,2350,LA LIBERTAD,JICALAPA,R,FINCA,24/11/2018,NO SE SABE,BLANCA SIN ESPEC.,,SI
2885,23972,MARA SALVATRUCHA,26,,25-29,M,LA LIBERTAD,TAMANIQUE,PREDIO BALDIO,R,27/11/2021,1800,LA LIBERTAD,TAMANIQUE,R,PREDIO BALDIO,23/11/2018,MARAS,NO DATOS,,SI
2886,23153,MARA SALVATRUCHA,22,,20-24,M,CHALATENANGO,SANTA RITA,CASA CONOCIDA,U,11/07/2021,2330,CHALATENANGO,SANTA RITA,U,CASA CONOCIDA,11/07/2018,MARAS,ARMA DE FUEGO,,SI
2887,23766,DESCONOCIDO,21,,20-24,F,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,11/01/2021,1030,LA LIBERTAD,QUEZALTEPEQUE,U,VIA PUBLICA,31/08/2018,NO SE SABE,ARMA DE FUEGO,,SI
2888,22082,VENDEDOR,37,,35-39,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,11/08/2021,2300,LA LIBERTAD,SANTA TECLA,U,VIA PUBLICA,11/08/2018,NO SE SABE,ARMA DE FUEGO,,SI
2889,23960,MARA SALVATRUCHA,22,,20-24,M,LA LIBERTAD,CHILTIUPAN,CASA CONOCIDA,R,11/05/2021,1620,LA LIBERTAD,CHILTIUPAN,R,CASA CONOCIDA,11/05/2018,MARAS,ARMA DE FUEGO,,SI
2890,24037,DESCONOCIDO,,SI,IGNORADO,M,LA LIBERTAD,COLON,FINCA,R,11/08/2021,1630,LA LIBERTAD,COLON,R,FINCA,11/02/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
2891,20200,MARA SALVATRUCHA,20,,20-24,M,LA LIBERTAD,TAMANIQUE,PLAYA,R,11/11/2021,300,LA LIBERTAD,TAMANIQUE,R,PLAYA,11/10/2018,NO SE SABE,ARMA DE FUEGO,,SI
2892,24039,DESCONOCIDO,39,,35-39,M,LA LIBERTAD,JAYAQUE,PREDIO BALDIO,R,11/10/2021,1525,LA LIBERTAD,JAYAQUE,R,PREDIO BALDIO,11/05/2018,NO SE SABE,CORTOCONTUNDENTE,,SI
2893,24040,DESCONOCIDO,22,,20-24,M,LA LIBERTAD,COLON,VIA PUBLICA,R,11/10/2021,2130,LA LIBERTAD,COLON,R,VIA PUBLICA,11/10/2018,NO SE SABE,ARMA DE FUEGO,,SI
2894,24930,DESCONOCIDO,25,,25-29,M,LA LIBERTAD,ZARAGOZA,FINCA,R,16/11/2021,1030,LA LIBERTAD,ZARAGOZA,R,FINCA,15/11/2018,NO SE SABE,CORTOCONTUNDENTE,,SI
2895,24414,DESCONOCIDO,18,,15-19,M,LA LIBERTAD,COLON,FINCA,R,18/11/2021,1400,LA LIBERTAD,COLON,R,FINCA,17/11/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
2896,24043,TRAVESTIES,27,,25-29,M,LA LIBERTAD,SACACOYO,OTRO VEHICULO,R,25/11/2021,1200,LA LIBERTAD,SACACOYO,R,OTRO VEHICULO,25/11/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
2897,24931,CARPINTERO,64,,60-64,M,LA LIBERTAD,SANTA TECLA,CASA PROPIA,U,25/11/2021,2130,LA LIBERTAD,SANTA TECLA,U,CASA PROPIA,25/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2898,Z0569,DESCONOCIDO,0,,<1,M,LA LIBERTAD,ZARAGOZA,CASA PROPIA,U,20/11/2021,2355,LA LIBERTAD,ZARAGOZA,U,CASA PROPIA,20/11/2018,VIOLENCIA INTRAFAMI,OBJETO CONTUNDENTE,MADRE,SI
2899,23853,JORNALERO,40,,40-44,M,USULUTAN,USULUTAN,OTRO HOSP NACIONAL,U,11/04/2021,2010,USULUTAN,USULUTAN,U,VIA PUBLICA,11/04/2018,MARAS,ARMA DE FUEGO,,SI
2900,23856,OFICIOS DOMESTICOS,44,,40-44,F,USULUTAN,EREGUAYQUIN,CASA PROPIA,R,11/08/2021,950,USULUTAN,EREGUAYQUIN,R,CASA PROPIA,11/08/2018,MARAS,ARMA DE FUEGO,,SI
2901,23857,OTRO PROFESIONAL,23,,20-24,F,USULUTAN,EREGUAYQUIN,CASA PROPIA,R,11/08/2021,1005,USULUTAN,EREGUAYQUIN,R,CASA PROPIA,11/08/2018,MARAS,ARMA DE FUEGO,,SI
2902,24240,MARA SALVATRUCHA,35,,35-39,M,SAN SALVADOR,ILOPANGO,CARRETERA,R,11/02/2021,745,SAN SALVADOR,ILOPANGO,R,CARRETERA,11/02/2018,MARAS,ASF X ESTRANGULACION,,SI
2903,24309,DESCONOCIDO,30,,30-34,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,11/03/2021,1115,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,11/03/2018,MARAS,CORTOPUNZANTE,,SI
2904,23773,MARA SALVATRUCHA,20,,20-24,M,SAN SALVADOR,CIUDAD DELGADO,CASA PROPIA,U,11/04/2021,240,SAN SALVADOR,CIUDAD DELGADO,U,CASA PROPIA,11/03/2018,MARAS,CORTOCONTUNDENTE,,SI
2905,24313,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,SAN SALVADOR,CARRETERA,U,11/03/2021,1010,SAN SALVADOR,SAN SALVADOR,U,CARRETERA,11/03/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
2906,23100,MARA SALVATRUCHA,24,,20-24,M,USULUTAN,JIQUILISCO,CALLE,R,11/01/2021,2015,USULUTAN,JIQUILISCO,R,CALLE,12/01/2018,MARAS,ARMA DE FUEGO,,NO
2907,23855,JORNALERO,18,,15-19,M,USULUTAN,USULUTAN,CASA CONOCIDA,U,11/05/2021,700,USULUTAN,USULUTAN,U,CASA CONOCIDA,11/05/2018,MARAS,ARMA DE FUEGO,,NO
2908,23854,DESCONOCIDO,40,,40-44,M,USULUTAN,USULUTAN,CERVECERIA,U,11/05/2021,45,USULUTAN,USULUTAN,U,CERVECERIA,11/05/2018,MARAS,ARMA DE FUEGO,,NO
2909,23852,MARA SALVATRUCHA,17,,15-19,M,USULUTAN,JIQUILISCO,CALLE,U,11/04/2021,1735,USULUTAN,JIQUILISCO,U,CALLE,11/04/2018,ENFRENT C\AUTORIDAD,ARMA DE FUEGO,,NO
2910,22087,DESCONOCIDO,0,,<1,F,SAN SALVADOR,SAN SALVADOR,CASA PROPIA,U,11/01/2021,510,SAN SALVADOR,SAN SALVADOR,U,CASA PROPIA,11/01/2018,VIOLENCIA INTRAFAMI,ASF X ESTRANGULACION,MADRE,SI
2911,18414,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,PANCHIMALCO,TERRENO,R,11/02/2021,1200,SAN SALVADOR,PANCHIMALCO,R,TERRENO,31/10/2018,MARAS,ASF X ESTRANGULACION,,SI
2912,24241,DESCONOCIDO,25,,25-29,M,SAN SALVADOR,SAN MARTIN,CARRETERA,R,11/06/2021,800,SAN SALVADOR,SAN MARTIN,R,CARRETERA,11/05/2018,MARAS,ASF X ESTRANGULACION,,SI
2913,23771,MARA SALVATRUCHA,17,,15-19,M,SAN SALVADOR,CIUDAD DELGADO,CASA PROPIA,U,11/04/2021,155,SAN SALVADOR,CIUDAD DELGADO,U,CASA PROPIA,11/03/2018,MARAS,ARMA DE FUEGO,,SI
2914,23772,MARA SALVATRUCHA,19,,15-19,M,SAN SALVADOR,CIUDAD DELGADO,CASA PROPIA,U,11/04/2021,215,SAN SALVADOR,CIUDAD DELGADO,U,CASA PROPIA,11/03/2018,MARAS,ARMA DE FUEGO,,SI
2915,22078,OTRA MARA,26,,25-29,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,11/02/2021,430,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,11/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
2916,24322,EMPLEADO,50,,50-54,M,SAN SALVADOR,SAN SALVADOR,PASAJE DE COLONIA,U,11/05/2021,2135,SAN SALVADOR,SAN SALVADOR,U,PASAJE DE COLONIA,11/05/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2917,23775,MARA SALVATRUCHA,15,,15-19,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,11/05/2021,500,SAN SALVADOR,CUSCATANCINGO,U,PASAJE DE COLONIA,11/03/2018,NO SE SABE,ARMA DE FUEGO,,SI
2918,23764,DESCONOCIDO,21,,20-24,M,SAN SALVADOR,CIUDAD DELGADO,VIA PUBLICA,U,11/08/2021,1110,SAN SALVADOR,CIUDAD DELGADO,U,VIA PUBLICA,11/07/2018,NO SE SABE,ASF X ESTRANGULACION,,SI
2919,23910,DESCONOCIDO,,SI,IGNORADO,I,SAN SALVADOR,APOPA,RIO,R,25/11/2021,1535,SAN SALVADOR,APOPA,R,RIO,19/11/2018,NO SE SABE,NO DATOS,,NO
2920,23763,DESCONOCIDO,22,,20-24,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,11/01/2021,2000,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,11/01/2018,NO SE SABE,ARMA DE FUEGO,,SI
2921,23774,DESCONOCIDO,35,,35-39,M,SAN SALVADOR,CIUDAD DELGADO,CARRETERA,U,11/04/2021,500,SAN SALVADOR,CIUDAD DELGADO,U,CARRETERA,11/03/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,SI
2922,22092,EMPLEADO,50,,50-54,M,SAN SALVADOR,SAN SALVADOR,TALLER,U,13/11/2021,1900,SAN SALVADOR,SAN SALVADOR,U,TALLER,13/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2923,22226,DESCONOCIDO,46,,45-49,M,SAN SALVADOR,CIUDAD DELGADO,CASA PROPIA,U,11/10/2021,2120,SAN SALVADOR,CIUDAD DELGADO,U,CASA PROPIA,11/10/2018,NO SE SABE,ASFIXIA X AHORCADURA,,SI
2924,23861,DESCONOCIDO,17,,15-19,M,USULUTAN,JIQUILISCO,TERRENO,R,11/10/2021,2115,USULUTAN,JIQUILISCO,R,TERRENO,11/10/2018,MARAS,ARMA DE FUEGO,,NO
2925,23860,DESCONOCIDO,24,,20-24,M,USULUTAN,JIQUILISCO,TERRENO,R,11/10/2021,2110,USULUTAN,JIQUILISCO,R,TERRENO,11/10/2018,MARAS,ARMA DE FUEGO,,NO
2926,24243,MOTORISTA,53,,50-54,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,11/09/2021,1300,SAN SALVADOR,ILOPANGO,U,MB TTE COLECTIVO,11/09/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2927,15287,DESCONOCIDO,17,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,11/09/2021,1145,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,09/08/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2928,23866,MARA 18,15,,15-19,M,USULUTAN,USULUTAN,CALLE,U,15/11/2021,1031,USULUTAN,USULUTAN,U,CALLE,15/11/2018,MARAS,CORTOCONTUNDENTE,,NO
2929,22090,MARA 18,27,,25-29,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,11/10/2021,2330,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,11/10/2018,MARAS,ARMA DE FUEGO,,SI
2930,24679,DESCONOCIDO,45,,45-49,F,SAN SALVADOR,PANCHIMALCO,FINCA,R,11/10/2021,2100,SAN SALVADOR,PANCHIMALCO,R,FINCA,11/10/2018,MARAS,CORTOCONTUNDENTE,,SI
2931,22093,AGENTE DEL C.A.M.,40,,40-44,M,SAN SALVADOR,SAN SALVADOR,PASAJE DE COLONIA,U,16/11/2021,700,SAN SALVADOR,SAN SALVADOR,U,PASAJE DE COLONIA,16/11/2018,MARAS,ARMA DE FUEGO,,SI
2932,22233,DESCONOCIDO,29,,25-29,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,19/11/2021,1100,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,18/11/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
2933,23908,GANADERO,68,,65 A +,M,SAN SALVADOR,AGUILARES,HACIENDA,R,11/04/2021,810,SAN SALVADOR,AGUILARES,R,HACIENDA,11/03/2018,MARAS,ASF X ESTRANGULACION,,SI
2934,23909,PROFESOR,62,,60-64,M,SAN SALVADOR,EL PAISNAL,PASAJE DE COLONIA,R,11/04/2021,1210,SAN SALVADOR,EL PAISNAL,R,PASAJE DE COLONIA,11/03/2018,DELINCUENCIA COMUN,CORTOPUNZANTE,,SI
2935,24239,MARA SALVATRUCHA,24,,20-24,M,SAN SALVADOR,ILOPANGO,VIA PUBLICA,U,11/01/2021,810,SAN SALVADOR,ILOPANGO,U,VIA PUBLICA,31/10/2018,MARAS,ASF X ESTRANGULACION,,SI
2936,24242,DESCONOCIDO,19,,15-19,M,SAN SALVADOR,ILOPANGO,HOSP.NAC.SAN.BARTOLO,U,11/06/2021,2230,SAN SALVADOR,ILOPANGO,U,VIA PUBLICA,11/06/2018,NO SE SABE,ARMA DE FUEGO,,SI
2937,23859,DESCONOCIDO,17,,15-19,M,USULUTAN,JIQUILISCO,TERRENO,R,11/10/2021,2100,USULUTAN,JIQUILISCO,R,TERRENO,11/10/2018,MARAS,ARMA DE FUEGO,,NO
2938,24245,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,SOYAPANGO,CARRETERA,R,14/11/2021,2140,SAN SALVADOR,SOYAPANGO,R,CARRETERA,14/11/2018,DELINCUENCIA COMUN,ASF X ESTRANGULACION,,SI
2939,24246,MARA SALVATRUCHA,39,,35-39,M,SAN SALVADOR,SOYAPANGO,HOSP.NAC.SOYAPANGO,U,15/11/2021,200,SAN SALVADOR,SOYAPANGO,U,VIA PUBLICA,14/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2940,24892,DESCONOCIDO,43,,40-44,M,USULUTAN,PUERTO EL TRIU,CALLE,U,18/11/2021,2230,USULUTAN,PUERTO EL TRIUNFO,U,CALLE,18/11/2018,MARAS,ARMA DE FUEGO,,NO
2941,23867,MARA SALVATRUCHA,29,,25-29,M,USULUTAN,USULUTAN,PREDIO BALDIO,U,18/11/2021,805,USULUTAN,USULUTAN,U,PREDIO BALDIO,18/11/2018,MARAS,ARMA DE FUEGO,,NO
2942,22229,DESCONOCIDO,70,,65 A +,F,SAN SALVADOR,MEJICANOS,CASA PROPIA,U,14/11/2021,2355,SAN SALVADOR,MEJICANOS,U,CASA PROPIA,14/11/2018,VIOLENCIA INTRAFAMI,OBJETO CONTUNDENTE,HIJO,SI
2943,23865,JORNALERO,32,,30-34,M,USULUTAN,JIQUILISCO,CALLE,R,14/11/2021,120,USULUTAN,JIQUILISCO,R,CALLE,14/11/2018,MARAS,ARMA DE FUEGO,,NO
2944,22098,VIGILANTE,44,,40-44,M,SAN SALVADOR,SAN SALVADOR,FINCA,R,19/11/2021,1520,SAN SALVADOR,SAN SALVADOR,R,FINCA,19/11/2018,MARAS,CORTOCONTUNDENTE,,SI
2945,23497,MARA SALVATRUCHA,29,,25-29,M,SAN SALVADOR,MEJICANOS,OTRO VEHICULO,R,11/07/2021,1750,SAN SALVADOR,MEJICANOS,R,OTRO VEHICULO,11/07/2018,MARAS,ARMA DE FUEGO,,SI
2946,22228,OFICIOS DOMESTICOS,35,,35-39,F,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,11/09/2021,2120,SAN SALVADOR,CUSCATANCINGO,U,CALLE,11/08/2018,NO SE SABE,ARMA DE FUEGO,,SI
2947,22227,DESCONOCIDO,17,,15-19,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,15/11/2021,1800,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,15/11/2018,MARAS,ARMA DE FUEGO,,SI
2948,24247,COMERCIANTE,69,,65 A +,F,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,15/11/2021,1815,SAN SALVADOR,SOYAPANGO,U,CASA PROPIA,31/10/2018,VIOLENCIA INTRAFAMI,PIEDRA(LAPIDADO/A),HIJO,SI
2949,23767,EMPLEADO,25,,25-29,M,SAN SALVADOR,CIUDAD DELGADO,QUEBRADA,R,11/02/2021,1224,SAN SALVADOR,CIUDAD DELGADO,R,QUEBRADA,11/02/2018,NO SE SABE,ARMA DE FUEGO,,SI
2950,23496,MARA SALVATRUCHA,22,,20-24,M,SAN SALVADOR,MEJICANOS,OTRO VEHICULO,R,11/07/2021,1810,SAN SALVADOR,MEJICANOS,R,OTRO VEHICULO,11/07/2018,MARAS,ARMA DE FUEGO,,SI
2951,22230,DESCONOCIDO,22,,20-24,M,SAN SALVADOR,MEJICANOS,HOSP.NAC.ZACAMIL,U,15/11/2021,1735,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,15/11/2018,MARAS,ARMA DE FUEGO,,SI
2952,22091,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,SAN SALVADOR,PLAZA ALCALDIA,U,13/11/2021,10,SAN SALVADOR,SAN SALVADOR,U,PLAZA ALCALDIA,11/12/2018,NO SE SABE,ARMA DE FUEGO,,SI
2953,22094,DESCONOCIDO,17,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,16/11/2021,1820,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,16/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2954,22095,DESCONOCIDO,22,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,17/11/2021,150,SAN SALVADOR,SAN SALVADOR,U,OTRO NEGOCIO,11/09/2018,NO SE SABE,ARMA DE FUEGO,,SI
2955,24680,JORNALERO,64,,60-64,M,SAN SALVADOR,SAN MARCOS,FINCA,R,22/11/2021,1830,SAN SALVADOR,SAN MARCOS,R,FINCA,22/11/2018,MARAS,ARMA DE FUEGO,,SI
2956,24248,MARA 18,18,,15-19,M,SAN SALVADOR,ILOPANGO,CARRETERA,U,19/11/2021,1100,SAN SALVADOR,ILOPANGO,U,CARRETERA,19/11/2018,MARAS,ASF X ESTRANGULACION,,SI
2957,23871,VIGILANTE,68,,65 A +,M,USULUTAN,JIQUILISCO,HACIENDA,R,26/11/2021,1720,USULUTAN,JIQUILISCO,R,HACIENDA,26/11/2018,MARAS,CORTOCONTUNDENTE,,SI
2958,23872,MECANICO,32,,30-34,M,USULUTAN,SANTA ELENA,OTRO VEHICULO,U,26/11/2021,2220,USULUTAN,SANTA ELENA,U,OTRO VEHICULO,26/11/2018,MARAS,ARMA DE FUEGO,,SI
2959,23870,DESCONOCIDO,25,,25-29,F,USULUTAN,EREGUAYQUIN,CALLE,U,25/11/2021,2225,USULUTAN,EREGUAYQUIN,U,CALLE,25/11/2018,VIOLENCIA INTRAFAMI,ARMA DE FUEGO,COMPA¥ERO DE VIDA,SI
2960,22234,DESCONOCIDO,47,,45-49,M,SAN SALVADOR,CUSCATANCINGO,VIA PUBLICA,U,21/11/2021,1445,SAN SALVADOR,CUSCATANCINGO,U,VIA PUBLICA,21/11/2018,MARAS,ARMA DE FUEGO,,SI
2961,23914,MARA SALVATRUCHA,30,,30-34,M,SAN SALVADOR,GUAZAPA,CARRETERA,R,24/11/2021,145,SAN SALVADOR,GUAZAPA,R,CARRETERA,23/11/2018,MARAS,ASF X ESTRANGULACION,,SI
2962,23873,AGRICULTOR,71,,65 A +,M,USULUTAN,USULUTAN,CLINICA MEDICA,U,28/11/2021,1125,USULUTAN,USULUTAN,U,CLINICA MEDICA,28/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2963,22083,DESCONOCIDO,18,,15-19,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,23/11/2021,1430,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,21/11/2018,MARAS,ARMA DE FUEGO,,SI
2964,22231,DESCONOCIDO,15,,15-19,M,SAN SALVADOR,MEJICANOS,VIA PUBLICA,U,17/11/2021,2150,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,17/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2965,23912,DESCONOCIDO,30,,30-34,F,SAN SALVADOR,NEJAPA,CASA PROPIA,R,18/11/2021,2250,SAN SALVADOR,NEJAPA,R,CASA PROPIA,18/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2966,23913,MARA 18,25,,25-29,M,SAN SALVADOR,APOPA,PASAJE DE COLONIA,U,19/11/2021,1900,SAN SALVADOR,APOPA,U,PASAJE DE COLONIA,19/11/2018,MARAS,ARMA DE FUEGO,,SI
2967,23869,DESCONOCIDO,23,,20-24,M,USULUTAN,EREGUAYQUIN,CALLE,U,23/11/2021,940,USULUTAN,EREGUAYQUIN,U,CALLE,22/11/2018,MARAS,ARMA DE FUEGO,,NO
2968,24249,EMPLEADO,26,,25-29,M,SAN SALVADOR,SAN MARTIN,VIA PUBLICA,U,23/11/2021,1230,SAN SALVADOR,SAN MARTIN,U,VIA PUBLICA,23/11/2018,MARAS,ARMA DE FUEGO,,SI
2969,22238,DESCONOCIDO,45,,45-49,M,SAN SALVADOR,CIUDAD DELGADO,PASAJE DE COLONIA,R,23/11/2021,2325,SAN SALVADOR,CIUDAD DELGADO,R,PASAJE DE COLONIA,23/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2970,24250,EMPLEADO,39,,35-39,F,SAN SALVADOR,SAN MARTIN,CASA PROPIA,U,24/11/2021,45,SAN SALVADOR,SAN MARTIN,U,CASA PROPIA,23/11/2018,MARAS,ARMA DE FUEGO,,SI
2971,24681,EMPLEADO,18,,15-19,M,SAN SALVADOR,SANTO TOMAS,CARRETERA,R,27/11/2021,840,SAN SALVADOR,SANTO TOMAS,R,CARRETERA,27/11/2018,MARAS,ARMA DE FUEGO,,SI
2972,23916,DESCONOCIDO,26,,25-29,M,SAN SALVADOR,EL PAISNAL,OTRO VEHICULO,R,25/11/2021,1000,SAN SALVADOR,EL PAISNAL,R,OTRO VEHICULO,25/11/2018,MARAS,ARMA DE FUEGO,,SI
2973,23915,MARA 18,24,,20-24,M,SAN SALVADOR,GUAZAPA,TERRENO,U,24/11/2021,2040,SAN SALVADOR,GUAZAPA,U,TERRENO,29/11/2018,MARAS,ARMA DE FUEGO,,SI
2974,22154,ALBA¥IL,35,,35-39,M,SAN SALVADOR,ILOPANGO,PASAJE DE COLONIA,U,28/11/2021,1125,SAN SALVADOR,ILOPANGO,U,PASAJE DE COLONIA,28/11/2018,MARAS,ARMA DE FUEGO,,SI
2975,22152,DESCONOCIDO,23,,20-24,M,SAN SALVADOR,SAN MARTIN,CASA PROPIA,U,24/11/2021,2000,SAN SALVADOR,SAN MARTIN,U,CASA PROPIA,24/11/2018,NO SE SABE,ASFIXIA X AHORCADURA,,SI
2976,22084,DESCONOCIDO,39,,35-39,M,SAN SALVADOR,SAN SALVADOR,VIA PUBLICA,U,23/11/2021,1945,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,23/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2977,22088,EMPLEADO,23,,20-24,M,SAN SALVADOR,SAN SALVADOR,CASA PROPIA,U,27/11/2021,1935,SAN SALVADOR,SAN SALVADOR,U,CASA PROPIA,27/11/2018,MARAS,ARMA DE FUEGO,,SI
2978,22079,DESCONOCIDO,24,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,26/11/2021,2110,SAN SALVADOR,SAN SALVADOR,U,VIA PUBLICA,26/11/2018,MARAS,ARMA DE FUEGO,,SI
2979,22153,PRESUNTO DELINCUENTE,45,,45-49,M,SAN SALVADOR,SOYAPANGO,AUTOBUS,U,27/11/2021,1030,SAN SALVADOR,SOYAPANGO,U,AUTOBUS,27/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2980,22239,EMPLEADO,20,,20-24,M,SAN SALVADOR,CIUDAD DELGADO,CARRETERA,U,24/11/2021,1735,SAN SALVADOR,CIUDAD DELGADO,U,CARRETERA,24/11/2018,NO SE SABE,OBJETO CONTUNDENTE,,SI
2981,22151,MOTORISTA,56,,55-59,M,SAN SALVADOR,SAN MARTIN,CARRETERA,U,24/11/2021,1830,SAN SALVADOR,SAN MARTIN,U,CARRETERA,24/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
2982,23918,DESCONOCIDO,71,,65 A +,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,29/11/2021,2115,SAN SALVADOR,APOPA,U,VIA PUBLICA,27/11/2018,MARAS,ARMA DE FUEGO,,SI
2983,23917,DESCONOCIDO,20,,20-24,M,SAN SALVADOR,SAN SALVADOR,HOSP.NAC.ROSALES,U,29/11/2021,1120,SAN SALVADOR,EL PAISNAL,U,VIA PUBLICA,20/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2984,23919,EMPLEADO,34,,30-34,M,SAN SALVADOR,APOPA,CASA PROPIA,R,30/11/2021,2230,SAN SALVADOR,APOPA,R,CASA PROPIA,30/11/2018,DELINCUENCIA COMUN,ARMA DE FUEGO,,SI
2985,22099,DESCONOCIDO,32,,30-34,M,SAN SALVADOR,SAN SALVADOR,HOSP GENERAL ISSS,U,24/11/2021,10,SAN SALVADOR,MEJICANOS,U,VIA PUBLICA,15/11/2018,NO SE SABE,ARMA DE FUEGO,,SI
